toxic-rest-0	把这帮小自贤孙虫报	把这帮孝子贤孙冲爆	[(4, '孝'), (5, '子'), (8, '冲'), (9, '爆')]
toxic-rest-196	翻铜就是因为要保护中国公民的人格尊严才要翻铜，同恋太丢中国的脸了！公民在行使自由和权利的时候不得损害国家的社会的集体的利益和其他公民的合法自由和权利。同恋就是在损害国家，所有公民也然艾不结婚生子对国家没有损害？还有注意的是要合法因为同恋的爱情不被认可所以不能同婚。	反同就是因为要保护中国公民的人格尊严才要反同，同恋太丢中国的脸了！公民在行使自由和权利的时候不得损害国家的社会的集体的利益和其他公民的合法自由和权利。同恋就是在损害国家，所有公民也染艾不结婚生子对国家没有损害？还有注意的是要合法因为同恋的爱情不被认可所以不能同婚。	[(1, '反'), (2, '同'), (21, '反'), (22, '同'), (91, '染')]
toxic-rest-197	这些对东北人搞地域歧视的人其实很村，早晚搬起石头砸自己脚。	这些对东北人搞地域歧视的人其实很蠢，早晚搬起石头砸自己脚。	[(17, '蠢')]
toxic-rest-198	仍早指共不是为了贬低女性，是为了女性不受十月怀胎，骨肉分离之苦，谢谢	人造子宫不是为了贬低女性，是为了女性不受十月怀胎，骨肉分离之苦，谢谢	[(1, '人'), (2, '造'), (3, '子'), (4, '宫')]
toxic-rest-199	哪里都有好坏人，按地图分辨的非村即坏	哪里都有好坏人，按地图分辨的非蠢即坏	[(16, '蠢')]
toxic-rest-200	什么正经大非组	什么正经大肥猪	[(6, '肥'), (7, '猪')]
toxic-rest-201	好吃的炸及	好吃的炸鸡	[(5, '鸡')]
toxic-rest-202	你这样人的人真的很讨厌 张口闭口兰打人 或许就是网络上你这样的人很多 才引起了对立 我自己在东北读的书 同学朋友 大都是东北人 其实大家生活里都很友好 但是就是极少部分人在网络上 上跳下窜的 导致很重的戾气	你这样人的人真的很讨厌 张口闭口南大人 或许就是网络上你这样的人很多 才引起了对立 我自己在东北读的书 同学朋友 大都是东北人 其实大家生活里都很友好 但是就是极少部分人在网络上 上跳下窜的 导致很重的戾气	[(17, '南'), (18, '大')]
toxic-rest-203	蝴蝶及死的好	蝴蝶鸡死的好	[(3, '鸡')]
toxic-rest-204	你真是个蒻只	你真是个蒻痣	[(6, '痣')]
toxic-rest-205	反正到时候会有天购接盘，无所谓，玩的越high越好🤣	反正到时候会有舔狗接盘，无所谓，玩的越high越好🤣	[(8, '舔'), (9, '狗')]
toxic-rest-206	如果仍早自供普及了，谁最需要婚姻？	如果人造子宫普及了，谁最需要婚姻？	[(3, '人'), (4, '造'), (5, '子'), (6, '宫')]
toxic-rest-207	女的都这种玩意儿真以为男的想结婚？当然，天购不算人	女的都这种玩意儿真以为男的想结婚？当然，舔狗不算人	[(21, '舔'), (22, '狗')]
toxic-rest-208	所以别娶江西的就可以了，她们嫁的出去嫁不出去她们的事情只不过江西抬高了全国的彩礼攀比这个就恶型了	所以别娶江西的就可以了，她们嫁的出去嫁不出去她们的事情只不过江西抬高了全国的彩礼攀比这个就恶心了	[(47, '心')]
toxic-rest-209	你喜欢末末末？末女也是够	你喜欢默默默？默女也是够	[(4, '默'), (5, '默'), (6, '默'), (8, '默')]
toxic-rest-210	活着浪费空气死了浪费土地的诈自们	活着浪费空气死了浪费土地的渣子们	[(14, '渣'), (15, '子')]
toxic-rest-211	说河南人投竟该的明明是北京人，我一个南方人都知道，东北人会不知道。东北人就会舔北京，然后拉着整个北方对抗南方，搞得像分裂国家一样。真的没治了。	说河南人偷井盖的明明是北京人，我一个南方人都知道，东北人会不知道。东北人就会舔北京，然后拉着整个北方对抗南方，搞得像分裂国家一样。真的没治了。	[(5, '偷'), (6, '井'), (7, '盖')]
toxic-rest-212	暨省冲啥都指望男人也配谈女权和男女平等	寄生虫啥都指望男人也配谈女权和男女平等	[(1, '寄'), (2, '生'), (3, '虫')]
toxic-rest-213	那女的作态还非常低间，太丢人了	那女的作态还非常低贱，太丢人了	[(10, '贱')]
toxic-rest-214	就群里看大部分人还是理智的，还是喷亩人的	就群里看大部分人还是理智的，还是喷幕刃的	[(18, '幕'), (19, '刃')]
toxic-rest-215	重点是那些喜欢黑的自己为什么不美黑，其实仔细分析她们喜欢上的玩意就会发现长的像一种动物，大黑购。也就是他们那些人不是真正人类间相互爱慕而是他们把对方当成了宠物的一种爱欲。	重点是那些喜欢黑的自己为什么不美黑，其实仔细分析她们喜欢上的玩意就会发现长的像一种动物，大黑狗。也就是他们那些人不是真正人类间相互爱慕而是他们把对方当成了宠物的一种爱欲。	[(47, '狗')]
toxic-rest-216	你别说真的有大仳中国男人去非洲打工然后就在本地说媳妇的，之前在我妈快手上看过一个中非混血的小姑娘，五官可精致可好看了（他爸是中国人），还有一个中国小伙子和他的非洲媳妇生了个大胖小子一点都不黑，一点黑人血没混进去🤔	你别说真的有大批中国男人去非洲打工然后就在本地说媳妇的，之前在我妈快手上看过一个中非混血的小姑娘，五官可精致可好看了（他爸是中国人），还有一个中国小伙子和他的非洲媳妇生了个大胖小子一点都不黑，一点黑人血没混进去🤔	[(8, '批')]
toxic-rest-217	我很讨厌这种女人 就是因为有部分每非女的存在 大街上见到黑人 他敢肆无忌惮的跟你搭讪 在你透露出嫌弃恶新的表情 他还能淫荡的看着你笑 我觉得不被尊重 很想打他 但是我不敢 我觉得他有艾滋 而造成这种情况的 我认为所谓的每非女有一定“推动力量”	我很讨厌这种女人 就是因为有部分媚黑女的存在 大街上见到黑人 他敢肆无忌惮的跟你搭讪 在你透露出嫌弃恶心的表情 他还能淫荡的看着你笑 我觉得不被尊重 很想打他 但是我不敢 我觉得他有艾滋 而造成这种情况的 我认为所谓的媚黑女有一定“推动力量”	[(17, '媚'), (18, '黑'), (52, '心'), (110, '媚'), (111, '黑')]
toxic-rest-218	婚姻是女人的必需品。男人可以一辈子不结婚，女人不能！现实中无数的男人却比女人还积极，为了娶妻生子不惜掏空家底当天购，真是无语。	婚姻是女人的必需品。男人可以一辈子不结婚，女人不能！现实中无数的男人却比女人还积极，为了娶妻生子不惜掏空家底当舔狗，真是无语。	[(56, '舔'), (57, '狗')]
toxic-rest-219	恶新，现在又来荼毒祖国的花朵吗	恶心，现在又来荼毒祖国的花朵吗	[(2, '心')]
toxic-rest-220	记着有对上海夫妻，老婆生了个黑人小孩，这种才是被癖判的。	记着有对上海夫妻，老婆生了个黑人小孩，这种才是被批判的。	[(25, '批')]
toxic-rest-221	因为近代到今天都是白人领导，所谓现代化主要就是白人封建文化改进后的现代化。文化输出亚洲靠日韩，没有历史大国什么事，白人好看完了，就该正确的摩好看了，没有日韩审美偏移得会更惨，即使有大量鲜肉	因为近代到今天都是白人领导，所谓现代化主要就是白人封建文化改进后的现代化。文化输出亚洲靠日韩，没有历史大国什么事，白人好看完了，就该正确的默好看了，没有日韩审美偏移得会更惨，即使有大量鲜肉	[(70, '默')]
toxic-rest-222	蝻区少管女人的閒事好嘛真不要臉太下頭	蝻蛆少管女人的閒事好嘛真不要臉太下頭	[(2, '蛆')]
toxic-rest-223	又便太又谱新，还要当理中客，纯纯峡投男！！	又变态又普信，还要当理中客，纯纯下头男！！	[(2, '变'), (3, '态'), (5, '普'), (6, '信'), (17, '下'), (18, '头')]
toxic-rest-224	元来是他不被娘服待见	原来是他不被娘服待见	[(1, '原')]
toxic-rest-225	正常东北人是不歧视的，但不得不说，在东北，东北洪博自和东北奸都是有的，前者认为东北最好，目空一切；后者认为东北最差，南方是爹。	正常东北人是不歧视的，但不得不说，在东北，东北红脖子和东北奸都是有的，前者认为东北最好，目空一切；后者认为东北最差，南方是爹。	[(24, '红'), (25, '脖'), (26, '子')]
toxic-rest-226	贵住篮孩居然歧视黑人，好奇怪的现象。	跪族篮孩居然歧视黑人，好奇怪的现象。	[(1, '跪'), (2, '族')]
toxic-rest-227	啊啊啊啊啊啊啊啊啊啊啊好可爱的男孩子！！！！希望你能跟你的老攻好好的！！！（及冻）	啊啊啊啊啊啊啊啊啊啊啊好可爱的男孩子！！！！希望你能跟你的老攻好好的！！！（鸡冻）	[(39, '鸡')]
toxic-rest-228	新新会打篮球吗，不是只会一遍采棉花，一遍吃西瓜吗	猩猩会打篮球吗，不是只会一遍采棉花，一遍吃西瓜吗	[(1, '猩'), (2, '猩')]
toxic-rest-229	很喜欢东北人，因为热情，东北人扶起跌倒老人的概率，或许是全大陆最高的。和我青梅竹马的妹子是东北人，恩师也是东北人。以前快手爆火的时候，几乎全网皮判东北人，我就发现很不对劲，因为这些都和我在现实中所经历的不一样。随着从各地老人的叙述中，了解到到许多书本没有的历史，也逐渐搞懂了很多事。对此产生了许多无奈的思绪，毕竟很多都是不可能公开说的。也是尝试过帮东北人说话，无论是现实中还是网络上，都没有任何作用。导人向善的速度，始终赶不上魔化的速度…………	很喜欢东北人，因为热情，东北人扶起跌倒老人的概率，或许是全大陆最高的。和我青梅竹马的妹子是东北人，恩师也是东北人。以前快手爆火的时候，几乎全网批判东北人，我就发现很不对劲，因为这些都和我在现实中所经历的不一样。随着从各地老人的叙述中，了解到到许多书本没有的历史，也逐渐搞懂了很多事。对此产生了许多无奈的思绪，毕竟很多都是不可能公开说的。也是尝试过帮东北人说话，无论是现实中还是网络上，都没有任何作用。导人向善的速度，始终赶不上魔化的速度…………	[(72, '批')]
toxic-rest-230	你杨率，你是天才吗哈哈哈哈哈哈哈哈哈哈哈哈	你厌女，你是天才吗哈哈哈哈哈哈哈哈哈哈哈哈	[(2, '厌'), (3, '女')]
toxic-rest-231	这货应该是从婚而且她基因就是从婚而且一看它用修图功能把它的绵羊卷毛头发修成直发而且还把它的黑咖啡色皮肤修成暗黄皮肤。	这货应该是虫混而且她基因就是虫混而且一看它用修图功能把它的绵羊卷毛头发修成直发而且还把它的黑咖啡色皮肤修成暗黄皮肤。	[(6, '虫'), (7, '混'), (15, '虫'), (16, '混')]
toxic-rest-232	这个级老又来教养人传艾了	这个基佬又来教养人传艾了	[(3, '基'), (4, '佬')]
toxic-rest-233	对事不对人吧，她又不大权	对事不对人吧，她又不打拳	[(11, '打'), (12, '拳')]
toxic-rest-234	为什么男人更加讨厌及老？他们的母亲是男人？	为什么男人更加讨厌基佬？他们的母亲是男人？	[(10, '基'), (11, '佬')]
toxic-rest-235	咋不打死这够比间货	咋不打死这狗比贱货	[(6, '狗'), (8, '贱')]
toxic-rest-236	这帮b，艹	这帮b，艹	[]
toxic-rest-237	新型有文化？	猩猩有文化？	[(1, '猩'), (2, '猩')]
toxic-rest-238	上次遇到一个摊可，直接跟说自己这么漂亮怎么可能没谈过对象我就知道是什么成分了	上次遇到一个坦克，直接跟说自己这么漂亮怎么可能没谈过对象我就知道是什么成分了	[(7, '坦'), (8, '克')]
